"8107","18","indirect commission L3","approved","1","in","sebi786","2022-04-15 15:58:01","2022-04-15 15:58:01",NULL,"0"
"8129","18","indirect commission L3","approved","4","in","NAKSHATRA","2022-04-15 17:53:17","2022-04-15 17:53:17",NULL,"0"
"9100","18","direct commission","approved","5","in","skyline","2022-04-17 13:47:52","2022-04-17 13:47:52",NULL,"0"
"9102","18","direct commission","approved","5","in","skyline","2022-04-17 13:48:10","2022-04-17 13:48:10",NULL,"0"
"9111","18","indirect commission L4","approved","10","in","Debest","2022-04-17 21:13:15","2022-04-17 21:13:15",NULL,"0"
"10149","18","indirect commission L6","approved","10","in","Abundant","2022-04-19 16:36:32","2022-04-19 16:36:32",NULL,"0"
"10671","18","indirect commission L6","approved","0.5","in","Bankyb","2022-04-20 07:13:45","2022-04-20 07:13:45",NULL,"0"
"10679","18","indirect commission L6","approved","0.5","in","Bankyb","2022-04-20 07:14:10","2022-04-20 07:14:10",NULL,"0"
"10686","18","indirect commission L4","approved","1","in","Debest","2022-04-20 11:09:51","2022-04-20 11:09:51",NULL,"0"
"10692","18","indirect commission L4","approved","1","in","Debest","2022-04-20 11:10:14","2022-04-20 11:10:14",NULL,"0"
"10734","18","indirect commission L4","approved","1","in","Debest","2022-04-20 21:17:15","2022-04-20 21:17:15",NULL,"0"
"11278","18","indirect commission L6","approved","2","in","Donypil2022","2022-04-21 12:01:58","2022-04-21 12:01:58",NULL,"0"
"11831","18","indirect commission L6","approved","0.5","in","Ronald Patos","2022-04-22 04:01:56","2022-04-22 04:01:56",NULL,"0"
"13636","18","indirect commission L1","approved","25","in","July216","2022-04-25 19:23:49","2022-04-25 19:23:49",NULL,"0"
"14203","18","indirect commission L5","approved","0.5","in","Blessedgold","2022-04-26 19:00:16","2022-04-26 19:00:16",NULL,"0"
"14217","18","indirect commission L4","approved","1","in","Debest","2022-04-26 22:44:43","2022-04-26 22:44:43",NULL,"0"
